"Notes"	"Month"	"Month Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Jan., 2007"	"2007/01"	"60-64 years "	"60-64"	"Female"	"F"	47	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"60-64 years "	"60-64"	"Male"	"M"	48	Not Applicable	Not Applicable
"Total"	"Jan., 2007"	"2007/01"	"60-64 years "	"60-64"			95	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"65-69 years"	"65-69"	"Female"	"F"	19	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"65-69 years"	"65-69"	"Male"	"M"	18	Not Applicable	Not Applicable
"Total"	"Jan., 2007"	"2007/01"	"65-69 years"	"65-69"			37	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"70-74 years"	"70-74"	"Female"	"F"	10	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"70-74 years"	"70-74"	"Male"	"M"	11	Not Applicable	Not Applicable
"Total"	"Jan., 2007"	"2007/01"	"70-74 years"	"70-74"			21	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"75-79 years"	"75-79"	"Female"	"F"	13	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"75-79 years"	"75-79"	"Male"	"M"	11	Not Applicable	Not Applicable
"Total"	"Jan., 2007"	"2007/01"	"75-79 years"	"75-79"			24	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"80-84 years"	"80-84"	"Female"	"F"	9	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"80-84 years"	"80-84"	"Male"	"M"	11	Not Applicable	Not Applicable
"Total"	"Jan., 2007"	"2007/01"	"80-84 years"	"80-84"			20	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"85-89 years"	"85-89"	"Female"	"F"	9	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"85-89 years"	"85-89"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"Jan., 2007"	"2007/01"	"85-89 years"	"85-89"			11	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"90-94 years"	"90-94"	"Female"	"F"	2	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"90-94 years"	"90-94"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Jan., 2007"	"2007/01"	"90-94 years"	"90-94"			2	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"95-99 years"	"95-99"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"95-99 years"	"95-99"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Jan., 2007"	"2007/01"	"95-99 years"	"95-99"			1	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"100+ years"	"100+"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"100+ years"	"100+"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Jan., 2007"	"2007/01"	"100+ years"	"100+"			2	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"Not Stated"	"NS"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Jan., 2007"	"2007/01"	"Not Stated"	"NS"			1	Not Applicable	Not Applicable
"Total"	"Jan., 2007"	"2007/01"					2991	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"< 1 year"	"1"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"< 1 year"	"1"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"< 1 year"	"1"			0	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"1-4 years"	"1-4"	"Female"	"F"	2	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"1-4 years"	"1-4"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"1-4 years"	"1-4"			4	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"5-9 years"	"5-9"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"5-9 years"	"5-9"			1	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"10-14 years"	"10-14"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"10-14 years"	"10-14"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"10-14 years"	"10-14"			1	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"15-19 years"	"15-19"	"Female"	"F"	22	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"15-19 years"	"15-19"	"Male"	"M"	64	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"15-19 years"	"15-19"			86	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"20-24 years"	"20-24"	"Female"	"F"	46	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"20-24 years"	"20-24"	"Male"	"M"	138	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"20-24 years"	"20-24"			184	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"25-29 years"	"25-29"	"Female"	"F"	76	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"25-29 years"	"25-29"	"Male"	"M"	203	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"25-29 years"	"25-29"			279	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"30-34 years"	"30-34"	"Female"	"F"	84	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"30-34 years"	"30-34"	"Male"	"M"	200	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"30-34 years"	"30-34"			284	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"35-39 years"	"35-39"	"Female"	"F"	124	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"35-39 years"	"35-39"	"Male"	"M"	200	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"35-39 years"	"35-39"			324	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"40-44 years"	"40-44"	"Female"	"F"	149	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"40-44 years"	"40-44"	"Male"	"M"	255	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"40-44 years"	"40-44"			404	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"45-49 years"	"45-49"	"Female"	"F"	206	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"45-49 years"	"45-49"	"Male"	"M"	282	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"45-49 years"	"45-49"			488	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"50-54 years"	"50-54"	"Female"	"F"	178	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"50-54 years"	"50-54"	"Male"	"M"	207	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"50-54 years"	"50-54"			385	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"55-59 years"	"55-59"	"Female"	"F"	81	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"55-59 years"	"55-59"	"Male"	"M"	128	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"55-59 years"	"55-59"			209	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"60-64 years "	"60-64"	"Female"	"F"	49	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"60-64 years "	"60-64"	"Male"	"M"	51	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"60-64 years "	"60-64"			100	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"65-69 years"	"65-69"	"Female"	"F"	12	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"65-69 years"	"65-69"	"Male"	"M"	30	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"65-69 years"	"65-69"			42	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"70-74 years"	"70-74"	"Female"	"F"	13	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"70-74 years"	"70-74"	"Male"	"M"	11	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"70-74 years"	"70-74"			24	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"75-79 years"	"75-79"	"Female"	"F"	10	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"75-79 years"	"75-79"	"Male"	"M"	6	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"75-79 years"	"75-79"			16	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"80-84 years"	"80-84"	"Female"	"F"	5	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"80-84 years"	"80-84"	"Male"	"M"	4	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"80-84 years"	"80-84"			9	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"85-89 years"	"85-89"	"Female"	"F"	3	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"85-89 years"	"85-89"	"Male"	"M"	4	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"85-89 years"	"85-89"			7	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"90-94 years"	"90-94"	"Female"	"F"	4	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"90-94 years"	"90-94"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"90-94 years"	"90-94"			5	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"95-99 years"	"95-99"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"95-99 years"	"95-99"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"95-99 years"	"95-99"			1	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"100+ years"	"100+"			0	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"	"Not Stated"	"NS"			0	Not Applicable	Not Applicable
"Total"	"Feb., 2007"	"2007/02"					2853	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"< 1 year"	"1"	"Female"	"F"	2	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"< 1 year"	"1"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"< 1 year"	"1"			3	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"1-4 years"	"1-4"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"1-4 years"	"1-4"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"1-4 years"	"1-4"			3	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"5-9 years"	"5-9"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"5-9 years"	"5-9"			1	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"10-14 years"	"10-14"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"10-14 years"	"10-14"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"10-14 years"	"10-14"			3	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"15-19 years"	"15-19"	"Female"	"F"	22	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"15-19 years"	"15-19"	"Male"	"M"	55	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"15-19 years"	"15-19"			77	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"20-24 years"	"20-24"	"Female"	"F"	62	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"20-24 years"	"20-24"	"Male"	"M"	166	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"20-24 years"	"20-24"			228	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"25-29 years"	"25-29"	"Female"	"F"	94	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"25-29 years"	"25-29"	"Male"	"M"	208	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"25-29 years"	"25-29"			302	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"30-34 years"	"30-34"	"Female"	"F"	98	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"30-34 years"	"30-34"	"Male"	"M"	178	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"30-34 years"	"30-34"			276	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"35-39 years"	"35-39"	"Female"	"F"	119	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"35-39 years"	"35-39"	"Male"	"M"	262	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"35-39 years"	"35-39"			381	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"40-44 years"	"40-44"	"Female"	"F"	187	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"40-44 years"	"40-44"	"Male"	"M"	265	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"40-44 years"	"40-44"			452	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"45-49 years"	"45-49"	"Female"	"F"	233	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"45-49 years"	"45-49"	"Male"	"M"	296	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"45-49 years"	"45-49"			529	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"50-54 years"	"50-54"	"Female"	"F"	184	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"50-54 years"	"50-54"	"Male"	"M"	237	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"50-54 years"	"50-54"			421	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"55-59 years"	"55-59"	"Female"	"F"	104	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"55-59 years"	"55-59"	"Male"	"M"	130	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"55-59 years"	"55-59"			234	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"60-64 years "	"60-64"	"Female"	"F"	53	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"60-64 years "	"60-64"	"Male"	"M"	51	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"60-64 years "	"60-64"			104	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"65-69 years"	"65-69"	"Female"	"F"	24	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"65-69 years"	"65-69"	"Male"	"M"	24	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"65-69 years"	"65-69"			48	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"70-74 years"	"70-74"	"Female"	"F"	9	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"70-74 years"	"70-74"	"Male"	"M"	12	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"70-74 years"	"70-74"			21	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"75-79 years"	"75-79"	"Female"	"F"	13	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"75-79 years"	"75-79"	"Male"	"M"	7	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"75-79 years"	"75-79"			20	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"80-84 years"	"80-84"	"Female"	"F"	7	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"80-84 years"	"80-84"	"Male"	"M"	12	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"80-84 years"	"80-84"			19	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"85-89 years"	"85-89"	"Female"	"F"	7	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"85-89 years"	"85-89"	"Male"	"M"	3	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"85-89 years"	"85-89"			10	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"90-94 years"	"90-94"	"Female"	"F"	3	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"90-94 years"	"90-94"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"90-94 years"	"90-94"			5	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"95-99 years"	"95-99"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"95-99 years"	"95-99"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"95-99 years"	"95-99"			2	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"100+ years"	"100+"			0	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"	"Not Stated"	"NS"			0	Not Applicable	Not Applicable
"Total"	"Mar., 2007"	"2007/03"					3139	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"< 1 year"	"1"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"< 1 year"	"1"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"< 1 year"	"1"			2	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"1-4 years"	"1-4"	"Female"	"F"	4	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"1-4 years"	"1-4"	"Male"	"M"	3	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"1-4 years"	"1-4"			7	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"5-9 years"	"5-9"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"5-9 years"	"5-9"			1	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"10-14 years"	"10-14"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"10-14 years"	"10-14"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"10-14 years"	"10-14"			3	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"15-19 years"	"15-19"	"Female"	"F"	22	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"15-19 years"	"15-19"	"Male"	"M"	57	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"15-19 years"	"15-19"			79	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"20-24 years"	"20-24"	"Female"	"F"	62	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"20-24 years"	"20-24"	"Male"	"M"	164	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"20-24 years"	"20-24"			226	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"25-29 years"	"25-29"	"Female"	"F"	76	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"25-29 years"	"25-29"	"Male"	"M"	195	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"25-29 years"	"25-29"			271	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"30-34 years"	"30-34"	"Female"	"F"	75	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"30-34 years"	"30-34"	"Male"	"M"	195	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"30-34 years"	"30-34"			270	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"35-39 years"	"35-39"	"Female"	"F"	118	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"35-39 years"	"35-39"	"Male"	"M"	210	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"35-39 years"	"35-39"			328	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"40-44 years"	"40-44"	"Female"	"F"	169	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"40-44 years"	"40-44"	"Male"	"M"	263	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"40-44 years"	"40-44"			432	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"45-49 years"	"45-49"	"Female"	"F"	218	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"45-49 years"	"45-49"	"Male"	"M"	286	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"45-49 years"	"45-49"			504	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"50-54 years"	"50-54"	"Female"	"F"	172	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"50-54 years"	"50-54"	"Male"	"M"	243	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"50-54 years"	"50-54"			415	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"55-59 years"	"55-59"	"Female"	"F"	108	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"55-59 years"	"55-59"	"Male"	"M"	127	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"55-59 years"	"55-59"			235	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"60-64 years "	"60-64"	"Female"	"F"	41	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"60-64 years "	"60-64"	"Male"	"M"	53	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"60-64 years "	"60-64"			94	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"65-69 years"	"65-69"	"Female"	"F"	17	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"65-69 years"	"65-69"	"Male"	"M"	22	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"65-69 years"	"65-69"			39	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"70-74 years"	"70-74"	"Female"	"F"	16	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"70-74 years"	"70-74"	"Male"	"M"	14	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"70-74 years"	"70-74"			30	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"75-79 years"	"75-79"	"Female"	"F"	7	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"75-79 years"	"75-79"	"Male"	"M"	3	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"75-79 years"	"75-79"			10	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"80-84 years"	"80-84"	"Female"	"F"	3	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"80-84 years"	"80-84"	"Male"	"M"	4	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"80-84 years"	"80-84"			7	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"85-89 years"	"85-89"	"Female"	"F"	8	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"85-89 years"	"85-89"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"85-89 years"	"85-89"			10	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"90-94 years"	"90-94"	"Female"	"F"	2	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"90-94 years"	"90-94"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"90-94 years"	"90-94"			4	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"95-99 years"	"95-99"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"95-99 years"	"95-99"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"95-99 years"	"95-99"			0	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"100+ years"	"100+"			0	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	"Not Stated"	"NS"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"	"Not Stated"	"NS"			1	Not Applicable	Not Applicable
"Total"	"Apr., 2007"	"2007/04"					2968	Not Applicable	Not Applicable
	"May, 2007"	"2007/05"	"< 1 year"	"1"	"Female"	"F"	0	Not Applicable	Not Applicable
	"May, 2007"	"2007/05"	"< 1 year"	"1"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"May, 2007"	"2007/05"	"< 1 year"	"1"			1	Not Applicable	Not Applicable
	"May, 2007"	"2007/05"	"1-4 years"	"1-4"	"Female"	"F"	3	Not Applicable	Not Applicable
	"May, 2007"	"2007/05"	"1-4 years"	"1-4"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"May, 2007"	"2007/05"	"1-4 years"	"1-4"			4	Not Applicable	Not Applicable
	"May, 2007"	"2007/05"	"5-9 years"	"5-9"	"Female"	"F"	0	Not Applicable	Not Applicable
	"May, 2007"	"2007/05"	"5-9 years"	"5-9"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"May, 2007"	"2007/05"	"5-9 years"	"5-9"			1	Not Applicable	Not Applicable
